index,name,position,active_from,active_to,college,college_start_year,college_end_year,url,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,draft_pick,draft_team,draft_year,C-G,C-MP,C-FG,C-FGA,C-3P,C-3PA,C-FT,C-FTA,C-ORB,C-TRB,C-AST,C-STL,C-BLK,C-TOV,C-PF,C-PTS,C-FG%,C-3P%,C-FT%
379,Jerami Grant,F,2015,2022,Syracuse,2012-13,2013-14,https://www.basketball-reference.com/players/g/grantje01.html,555,270,26.0,3.9,8.7,.452,1.0,3.0,.349,2.9,5.7,.506,.512,2.5,3.5,.723,0.9,3.1,3.9,1.3,0.6,1.1,1.1,2.3,11.4,"2nd round (9th pick, 39th overall)",Philadelphia 76ers,2014 NBA Draft,72,21.9,187,385,6,20,161,251,124,4.7,0.9,43,36,63,129,7.5,.486,.300,.641
380,Jerian Grant,G,2016,2020,Notre Dame,2010-11,2014-15,https://www.basketball-reference.com/players/g/grantje02.html,279,61,17.9,2.1,5.2,.411,0.6,1.9,.323,1.5,3.2,.464,.472,1.2,1.5,.770,0.3,1.6,1.9,2.9,0.7,0.1,1.0,1.5,6.1,"1st round (19th pick, 19th overall)",Washington Wizards,2015 NBA Draft,120,36.1,556,1276,179,519,448,567,48,2.9,5.8,175,37,266,219,14.5,.436,.345,.790
381,Donte Grantham,F,2019,2019,Clemson,2014-15,2017-18,https://www.basketball-reference.com/players/g/grantdo01.html,3,0,0.7,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undrafted,Undrafted,Undrafted,114,30.2,402,972,161,484,135,186,155,4.8,1.9,98,84,169,189,9.6,.414,.333,.726
382,Hassani Gravett,G,2022,2022,"Pensacola State, South Carolina",2016-17,2018-19,https://www.basketball-reference.com/players/g/graveha01.html,8,3,21.4,2.3,4.8,.474,1.4,3.3,.423,0.9,1.5,.583,.618,0.4,0.5,.750,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3,Undrafted,Undrafted,Undrafted,97,23.9,236,613,108,319,120,168,52,3.0,2.4,51,16,159,179,7.2,.385,.339,.714
383,Josh Gray,G,2018,2020,LSU,2012-13,2015-16,https://www.basketball-reference.com/players/g/grayjo01.html,7,0,15.6,1.7,6.1,.279,0.4,1.9,.231,1.3,4.3,.300,.314,1.0,1.6,.636,0.4,1.3,1.7,2.0,1.1,0.3,1.7,1.3,4.9,Undrafted,Undrafted,Undrafted,94,22.3,262,668,37,171,123,189,42,2.2,2.9,123,4,228,191,7.3,.392,.216,.651
384,Danny Green,G-F,2010,2022,UNC,2005-06,2008-09,https://www.basketball-reference.com/players/g/greenda02.html,819,709,25.3,3.1,7.3,.421,1.9,4.8,.399,1.2,2.5,.461,.551,0.7,0.8,.804,0.6,2.8,3.4,1.6,1.0,0.8,1.0,1.8,8.7,"2nd round (16th pick, 46th overall)",Cleveland Cavaliers,2009 NBA Draft,145,,491,1079,184,491,202,239,,4.1,1.8,160,154,137,,9.4,.455,.375,.845
385,Draymond Green,F,2013,2022,Michigan State,2008-09,2011-12,https://www.basketball-reference.com/players/g/greendr01.html,685,535,28.5,3.2,7.2,.441,0.8,2.6,.315,2.3,4.6,.514,.499,1.5,2.1,.712,1.1,5.8,6.9,5.4,1.4,1.0,2.2,2.8,8.7,"2nd round (5th pick, 35th overall)",Golden State Warriors,2012 NBA Draft,145,29.6,543,1163,91,252,340,495,244,7.6,2.9,180,116,277,330,10.5,.467,.361,.687
386,Erick Green,G,2015,2016,Virginia Tech,2009-10,2012-13,https://www.basketball-reference.com/players/g/greener01.html,52,1,8.7,1.3,3.4,.377,0.3,1.0,.288,1.0,2.4,.415,.420,0.2,0.3,.857,0.2,0.5,0.7,0.8,0.3,0.0,0.3,0.6,3.1,"2nd round (16th pick, 46th overall)",Utah Jazz,2013 NBA Draft,129,28.3,592,1356,140,414,418,520,59,2.6,2.5,156,26,178,208,13.5,.437,.338,.804
387,Jalen Green,G,2022,2022,,,,https://www.basketball-reference.com/players/g/greenja05.html,67,67,31.9,6.1,14.2,.426,2.3,6.8,.343,3.7,7.4,.502,.508,2.8,3.5,.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5,17.3,"1st round (2nd pick, 2nd overall)",Houston Rockets,2021 NBA Draft,,,,,,,,,,,,,,,,,,,
388,JaMychal Green,F,2015,2022,Alabama,2008-09,2011-12,https://www.basketball-reference.com/players/g/greenja01.html,487,165,20.8,3.0,6.3,.472,0.8,2.2,.366,2.2,4.1,.528,.535,1.2,1.5,.785,1.7,4.0,5.7,0.9,0.6,0.4,1.1,2.6,7.9,Undrafted,Undrafted,Undrafted,123,28.0,614,1184,3,17,425,598,255,7.4,1.2,125,212,312,290,13.5,.519,.176,.711
389,Javonte Green,F,2020,2022,Radford,2013-14,2014-15,https://www.basketball-reference.com/players/g/greenja02.html,154,49,16.0,1.9,3.6,.528,0.4,1.1,.335,1.5,2.5,.609,.578,0.9,1.2,.775,0.9,1.9,2.9,0.7,0.8,0.3,0.5,1.4,5.0,Undrafted,Undrafted,Undrafted,69,25.9,397,727,13,44,311,450,178,8.6,1.2,133,50,125,182,16.2,.546,.295,.691
390,Josh Green,G-F,2021,2022,Arizona,2019-20,,https://www.basketball-reference.com/players/g/greenjo02.html,106,8,14.0,1.6,3.3,.493,0.3,1.0,.311,1.3,2.3,.569,.539,0.4,0.6,.647,0.8,1.5,2.3,1.0,0.6,0.2,0.6,1.4,4.0,"1st round (18th pick, 18th overall)",Dallas Mavericks,2020 NBA Draft,30,30.9,122,288,30,83,85,109,39,4.6,2.6,46,13,49,73,12.0,.424,.361,.780
391,Blake Griffin,F,2011,2022,Oklahoma,2007-08,2008-09,https://www.basketball-reference.com/players/g/griffbl01.html,724,676,32.9,7.4,15.0,.493,0.7,2.2,.327,6.7,12.8,.521,.517,4.3,6.2,.696,2.0,6.2,8.2,4.1,0.8,0.5,2.4,2.7,19.8,"1st round (1st pick, 1st overall)",Los Angeles Clippers,2009 NBA Draft,68,,484,783,3,10,307,521,,11.8,2.1,72,69,192,,18.8,.618,.300,.589
392,Taylor Griffin,F,2010,2010,Oklahoma,2005-06,2008-09,https://www.basketball-reference.com/players/g/griffta01.html,8,0,4.0,0.5,1.3,.400,0.0,0.3,.000,0.5,1.0,.500,.400,0.3,0.5,.500,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3,"2nd round (18th pick, 48th overall)",Phoenix Suns,2009 NBA Draft,129,,298,637,13,59,245,340,,4.8,1.0,116,98,104,,6.6,.468,.220,.721
393,Quentin Grimes,G,2022,2022,"Kansas, Houston",2018-19,2020-21,https://www.basketball-reference.com/players/g/grimequ01.html,46,6,17.1,2.1,5.1,.404,1.6,4.1,.381,0.5,1.0,.500,.557,0.3,0.4,.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0,"1st round (25th pick, 25th overall)",Los Angeles Clippers,2021 NBA Draft,96,29.3,406,989,196,536,192,274,85,3.9,2.2,89,21,194,219,12.5,.411,.366,.701
394,Marko Guduric,G,2020,2020,,,,https://www.basketball-reference.com/players/g/gudurma01.html,44,0,11.0,1.4,3.6,.395,0.6,1.9,.301,0.8,1.7,.500,.475,0.5,0.6,.923,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,3.9,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
395,Jorge Gutiérrez,G,2014,2016,California,2008-09,2011-12,https://www.basketball-reference.com/players/g/gutiejo01.html,47,3,10.3,1.1,2.3,.500,0.1,0.4,.176,1.1,1.9,.562,.514,0.6,0.8,.778,0.2,1.0,1.1,1.5,0.4,0.0,0.7,1.4,2.9,Undrafted,Undrafted,Undrafted,129,29.2,412,959,85,250,323,438,72,3.8,3.3,147,15,274,240,9.6,.430,.340,.737
396,Kyle Guy,G,2020,2022,Virginia,2016-17,2018-19,https://www.basketball-reference.com/players/g/guyky01.html,53,0,8.1,1.1,3.0,.361,0.5,1.7,.303,0.6,1.3,.435,.446,0.5,0.6,.750,0.2,0.8,1.0,0.9,0.2,0.0,0.5,0.6,3.1,"2nd round (25th pick, 55th overall)",New York Knicks,2019 NBA Draft,106,29.1,466,1075,254,597,137,170,45,3.0,1.6,74,4,116,117,12.5,.433,.425,.806
397,Rui Hachimura,F,2020,2022,Gonzaga,2016-17,2018-19,https://www.basketball-reference.com/players/h/hachiru01.html,147,118,28.5,5.1,10.7,.477,0.9,2.4,.360,4.3,8.3,.510,.517,1.9,2.5,.779,1.0,4.2,5.2,1.5,0.7,0.2,1.0,1.9,13.0,"1st round (9th pick, 9th overall)",Washington Wizards,2019 NBA Draft,102,19.7,462,798,24,76,282,378,111,4.4,0.8,60,50,120,163,12.1,.579,.316,.746
398,Ashton Hagans,G,2021,2021,Kentucky,2018-19,2019-20,https://www.basketball-reference.com/players/h/haganas01.html,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,Undrafted,Undrafted,Undrafted,67,30.6,207,479,30,113,185,234,29,3.2,5.2,119,10,197,151,9.4,.432,.265,.791
399,P.J. Hairston,G-F,2015,2016,UNC,2011-12,2012-13,https://www.basketball-reference.com/players/h/hairspj02.html,111,54,18.0,2.1,6.1,.343,1.1,3.6,.295,1.0,2.5,.414,.431,0.7,0.9,.810,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0,"1st round (26th pick, 26th overall)",Miami Heat,2014 NBA Draft,71,18.1,220,567,127,364,140,175,93,3.2,1.0,57,20,66,118,10.0,.388,.349,.800
400,Tyrese Haliburton,G,2021,2022,Iowa State,2018-19,2019-20,https://www.basketball-reference.com/players/h/halibty01.html,135,97,32.9,5.3,11.3,.473,2.1,5.1,.412,3.3,6.2,.522,.565,1.5,1.8,.846,0.7,2.8,3.6,6.9,1.6,0.6,2.2,1.5,14.3,"1st round (12th pick, 12th overall)",Sacramento Kings,2020 NBA Draft,57,34.6,209,411,101,237,55,71,58,4.4,4.7,108,45,89,75,10.1,.509,.426,.775
401,Devon Hall,G,2020,2020,Virginia,2014-15,2017-18,https://www.basketball-reference.com/players/h/hallde01.html,11,0,7.4,0.5,2.7,.200,0.4,1.5,.235,0.2,1.2,.154,.267,0.4,0.7,.500,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8,"2nd round (23rd pick, 53rd overall)",Oklahoma City Thunder,2018 NBA Draft,128,24.0,305,728,115,296,159,197,44,3.2,2.1,73,20,115,183,6.9,.419,.389,.807
402,Donta Hall,F,2020,2021,Alabama,2015-16,2018-19,https://www.basketball-reference.com/players/h/halldo01.html,22,0,14.2,1.8,2.6,.702,0.0,0.0,,1.8,2.6,.702,.702,1.5,2.4,.615,1.7,2.8,4.5,0.7,0.4,0.7,0.6,1.9,5.1,Undrafted,Undrafted,Undrafted,135,20.8,400,605,1,1,213,351,280,6.3,0.5,73,227,127,287,7.5,.661,1.000,.607
403,Josh Hall,F,2021,2021,,,,https://www.basketball-reference.com/players/h/halljo01.html,21,1,16.0,1.4,4.7,.303,0.2,1.8,.108,1.2,3.0,.419,.323,1.0,2.1,.500,0.3,2.5,2.8,1.3,0.2,0.0,1.2,1.8,4.1,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
404,Tyler Hall,G,2022,2022,Montana State,2015-16,2018-19,https://www.basketball-reference.com/players/h/hallty01.html,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undrafted,Undrafted,Undrafted,126,33.0,849,1895,431,1077,389,453,87,4.8,2.5,122,41,245,260,20.0,.448,.400,.859
405,Daniel Hamilton,G-F,2018,2019,UConn,2014-15,2015-16,https://www.basketball-reference.com/players/h/hamilda02.html,25,3,9.3,1.1,2.8,.394,0.4,1.1,.357,0.7,1.7,.419,.465,0.1,0.2,.500,0.4,1.7,2.1,1.2,0.3,0.0,0.7,0.8,2.8,"2nd round (26th pick, 56th overall)",Denver Nuggets,2016 NBA Draft,71,31.6,298,777,93,276,142,184,70,8.3,4.2,71,28,166,152,11.7,.384,.337,.772
406,Jordan Hamilton,G-F,2012,2016,Texas,2009-10,2010-11,https://www.basketball-reference.com/players/h/hamiljo02.html,151,21,13.9,2.3,5.6,.408,0.9,2.5,.357,1.4,3.0,.451,.489,0.5,0.7,.670,0.6,2.3,2.8,0.8,0.5,0.2,0.7,1.0,5.9,"1st round (26th pick, 26th overall)",Dallas Mavericks,2011 NBA Draft,70,26.2,366,852,148,393,132,186,106,5.7,1.8,58,35,124,107,14.5,.430,.377,.710
407,Justin Hamilton,C,2014,2017,"Iowa State, LSU",2008-09,2011-12,https://www.basketball-reference.com/players/h/hamilju01.html,113,21,17.4,2.4,5.1,.464,0.6,1.9,.309,1.8,3.2,.560,.523,0.7,0.9,.798,1.2,2.4,3.6,0.8,0.5,0.6,0.6,1.5,6.1,"2nd round (15th pick, 45th overall)",Philadelphia 76ers,2012 NBA Draft,96,25.8,289,540,3,12,177,239,192,5.2,0.5,36,93,101,154,7.9,.535,.250,.741
408,A.J. Hammons,C,2017,2017,Purdue,2012-13,2015-16,https://www.basketball-reference.com/players/h/hammoaj01.html,22,0,7.4,0.8,1.9,.405,0.2,0.5,.500,0.5,1.5,.375,.464,0.4,0.9,.450,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2,"2nd round (16th pick, 46th overall)",Dallas Mavericks,2016 NBA Draft,132,24.3,613,1138,6,23,361,523,314,7.0,0.8,50,343,271,325,12.1,.539,.261,.690
409,R.J. Hampton,G,2021,2022,,,,https://www.basketball-reference.com/players/h/hamptrj01.html,115,15,19.9,2.7,6.7,.404,0.8,2.3,.337,1.9,4.3,.440,.463,1.1,1.7,.653,0.5,2.8,3.2,2.1,0.5,0.2,1.2,1.4,7.3,"1st round (24th pick, 24th overall)",Milwaukee Bucks,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
410,Dusty Hannahs,G,2019,2020,"Texas Tech, Arkansas",2013-14,2016-17,https://www.basketball-reference.com/players/h/hannadu01.html,4,0,9.8,1.8,5.3,.333,0.5,2.0,.250,1.3,3.3,.385,.381,1.0,1.0,1.000,0.0,0.5,0.5,1.3,0.3,0.0,0.3,0.5,5.0,Undrafted,Undrafted,Undrafted,100,24.6,415,956,196,489,268,299,53,1.8,1.1,50,5,127,184,12.9,.434,.401,.896
411,Ben Hansbrough,G,2013,2013,"Mississippi State, Notre Dame",2006-07,2010-11,https://www.basketball-reference.com/players/h/hansbbe01.html,28,0,7.1,0.5,1.6,.333,0.2,0.8,.261,0.3,0.8,.409,.400,0.8,1.0,.778,0.1,0.6,0.6,0.8,0.3,0.1,0.6,0.8,2.0,Undrafted,Undrafted,Undrafted,134,35.4,496,1100,263,649,358,458,54,3.6,3.6,144,11,192,170,12.0,.451,.405,.782
412,Tyler Hansbrough,F,2010,2016,UNC,2005-06,2008-09,https://www.basketball-reference.com/players/h/hansbty01.html,428,50,16.9,2.2,5.0,.439,0.0,0.1,.136,2.2,5.0,.442,.440,2.3,3.1,.738,1.7,2.5,4.2,0.4,0.5,0.2,0.7,2.0,6.7,"1st round (13th pick, 13th overall)",Indiana Pacers,2009 NBA Draft,142,,939,1752,12,38,982,1241,,8.6,1.1,180,66,146,,20.2,.536,.316,.791
413,Luke Harangody,F,2011,2012,Notre Dame,2006-07,2009-10,https://www.basketball-reference.com/players/h/haranlu01.html,70,1,12.4,1.5,3.9,.376,0.3,1.2,.241,1.2,2.6,.440,.415,0.4,0.5,.737,0.9,1.9,2.8,0.5,0.3,0.3,0.3,1.4,3.6,"2nd round (22nd pick, 52nd overall)",Boston Celtics,2010 NBA Draft,129,33.0,936,1968,42,129,562,719,67,9.5,1.6,99,95,192,70,19.2,.476,.326,.782
414,Tim Hardaway Jr.,G,2014,2022,Michigan,2010-11,2012-13,https://www.basketball-reference.com/players/h/hardati02.html,586,288,27.0,4.9,11.5,.422,2.1,6.0,.358,2.7,5.5,.492,.515,2.0,2.5,.812,0.3,2.5,2.8,1.9,0.6,0.1,1.1,1.7,13.9,"1st round (24th pick, 24th overall)",New York Knicks,2013 NBA Draft,107,33.3,527,1239,202,589,276,381,62,4.1,2.1,76,33,182,212,14.3,.425,.343,.724
415,James Harden,G,2010,2022,Arizona State,2007-08,2008-09,https://www.basketball-reference.com/players/h/hardeja01.html,942,728,34.6,7.3,16.6,.442,2.8,7.6,.361,4.6,9.0,.511,.525,7.5,8.7,.860,0.8,4.8,5.6,6.8,1.5,0.5,3.8,2.6,24.9,"1st round (3rd pick, 3rd overall)",Oklahoma City Thunder,2009 NBA Draft,69,,417,824,102,271,373,494,,5.4,3.7,132,30,207,,19.0,.506,.376,.755
416,Maurice Harkless,F-G,2013,2022,St. John's,2011-12,,https://www.basketball-reference.com/players/h/harklma01.html,621,371,22.6,2.7,5.7,.474,0.6,1.9,.320,2.1,3.8,.551,.528,0.8,1.3,.624,1.1,2.5,3.5,0.9,0.9,0.6,0.8,2.0,6.9,"1st round (15th pick, 15th overall)",Philadelphia 76ers,2012 NBA Draft,32,36.1,193,427,17,79,94,139,88,8.6,1.5,51,45,80,74,15.5,.452,.215,.676
417,Jared Harper,G,2020,2022,Auburn,2016-17,2018-19,https://www.basketball-reference.com/players/h/harpeja01.html,16,0,4.2,0.9,2.1,.441,0.3,0.9,.333,0.6,1.2,.526,.515,0.4,0.5,.875,0.1,0.1,0.3,0.9,0.3,0.1,0.3,0.4,2.6,Undrafted,Undrafted,Undrafted,106,29.5,398,1037,213,594,418,528,36,2.3,4.8,122,5,215,190,13.5,.384,.359,.792
418,Justin Harper,F,2012,2017,Richmond,2007-08,2010-11,https://www.basketball-reference.com/players/h/harpeju01.html,22,0,6.8,0.8,2.4,.340,0.4,1.3,.276,0.5,1.1,.417,.415,0.0,0.1,.333,0.2,0.6,0.8,0.2,0.1,0.1,0.5,0.5,2.0,"2nd round (2nd pick, 32nd overall)",Cleveland Cavaliers,2011 NBA Draft,137,28.5,537,1111,179,468,204,287,119,4.8,0.7,76,113,172,164,10.6,.483,.382,.711
419,Montrezl Harrell,F-C,2016,2022,Louisville,2012-13,2014-15,https://www.basketball-reference.com/players/h/harremo01.html,458,29,21.5,5.2,8.4,.620,0.0,0.2,.117,5.2,8.2,.630,.621,2.5,3.7,.662,1.9,3.4,5.3,1.4,0.6,0.8,1.1,2.1,12.9,"2nd round (2nd pick, 32nd overall)",Houston Rockets,2015 NBA Draft,112,26.4,533,910,11,40,217,407,294,6.9,0.9,91,118,145,214,11.6,.586,.275,.533
420,Josh Harrellson,C,2012,2014,Kentucky,2008-09,2010-11,https://www.basketball-reference.com/players/h/harrejo01.html,75,4,11.8,1.4,3.2,.438,0.4,1.3,.347,1.0,1.9,.497,.506,0.3,0.5,.629,1.1,2.0,3.0,0.3,0.4,0.5,0.4,1.3,3.5,"2nd round (15th pick, 45th overall)",New Orleans Hornets,2011 NBA Draft,94,19.5,185,337,9,29,61,94,149,4.7,0.4,46,84,60,99,4.7,.549,.310,.649
421,Elias Harris,F,2014,2014,Gonzaga,2009-10,2012-13,https://www.basketball-reference.com/players/h/harriel01.html,2,0,5.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,Undrafted,Undrafted,Undrafted,135,28.0,666,1289,78,219,447,618,270,7.3,1.3,123,72,242,290,13.8,.517,.356,.723
422,Gary Harris,G,2015,2022,Michigan State,2012-13,2013-14,https://www.basketball-reference.com/players/h/harriga01.html,468,374,28.8,4.4,9.8,.448,1.5,4.2,.363,2.9,5.6,.510,.525,1.5,1.9,.812,0.6,1.9,2.5,2.1,1.2,0.2,1.2,1.8,11.8,"1st round (19th pick, 19th overall)",Chicago Bulls,2014 NBA Draft,69,31.0,345,784,146,388,189,240,67,3.3,2.0,108,21,111,141,14.9,.440,.376,.788
423,Jalen Harris,G,2021,2021,"Nevada, Louisiana Tech",2016-17,2019-20,https://www.basketball-reference.com/players/h/harrija01.html,13,2,13.2,2.8,5.5,.500,1.3,2.8,.472,1.5,2.8,.528,.618,0.5,0.7,.778,0.2,1.2,1.4,1.3,0.6,0.0,1.1,1.2,7.4,"2nd round (29th pick, 59th overall)",Toronto Raptors,2020 NBA Draft,68,27.7,384,852,113,315,232,277,53,4.8,2.7,68,14,142,131,16.4,.451,.359,.838
424,Joe Harris,G,2015,2022,Virginia,2010-11,2013-14,https://www.basketball-reference.com/players/h/harrijo01.html,414,250,25.6,4.0,8.4,.483,2.1,4.8,.439,1.9,3.6,.542,.609,0.9,1.1,.780,0.6,2.7,3.2,1.6,0.5,0.2,1.2,2.1,11.1,"2nd round (3rd pick, 33rd overall)",Cleveland Cavaliers,2014 NBA Draft,135,30.3,568,1276,263,646,299,414,116,3.8,1.9,116,48,213,307,12.6,.445,.407,.722
425,Manny Harris,G,2011,2017,Michigan,2007-08,2009-10,https://www.basketball-reference.com/players/h/harrima01.html,93,20,17.1,2.1,5.6,.380,0.6,1.6,.353,1.6,4.0,.390,.430,1.3,1.8,.738,0.6,2.1,2.7,1.4,0.5,0.2,1.1,1.1,6.2,Undrafted,Undrafted,Undrafted,98,36.1,521,1283,142,447,484,585,57,5.7,3.7,144,36,313,45,17.0,.406,.318,.827
426,Terrel Harris,G,2012,2013,Oklahoma State,2005-06,2008-09,https://www.basketball-reference.com/players/h/harrite01.html,42,1,10.8,0.8,2.6,.300,0.2,1.1,.170,0.6,1.5,.397,.336,0.5,0.7,.677,0.5,1.3,1.8,0.8,0.3,0.1,1.0,1.2,2.3,Undrafted,Undrafted,Undrafted,134,,440,999,153,418,286,351,,3.8,1.5,173,33,153,,9.8,.440,.366,.815
427,Tobias Harris,F,2012,2022,Tennessee,2010-11,,https://www.basketball-reference.com/players/h/harrito02.html,753,633,31.4,6.2,13.1,.476,1.3,3.6,.367,4.9,9.5,.517,.526,2.5,3.0,.828,1.0,5.2,6.2,2.3,0.7,0.5,1.4,2.0,16.4,"1st round (19th pick, 19th overall)",Charlotte Bobcats,2011 NBA Draft,34,29.2,185,402,23,76,128,170,67,7.3,1.3,24,29,62,70,15.3,.460,.303,.753
428,Aaron Harrison,G,2016,2018,Kentucky,2013-14,2014-15,https://www.basketball-reference.com/players/h/harriaa01.html,35,3,9.8,0.7,2.6,.261,0.3,1.6,.218,0.3,1.1,.324,.326,0.5,0.9,.613,0.2,1.0,1.2,0.5,0.4,0.1,0.2,1.1,2.3,Undrafted,Undrafted,Undrafted,79,29.2,320,781,121,361,218,277,40,2.8,1.6,86,18,100,146,12.4,.410,.335,.787
429,Andrew Harrison,G,2017,2019,Kentucky,2013-14,2014-15,https://www.basketball-reference.com/players/h/harrian01.html,145,64,20.6,2.2,5.8,.373,0.7,2.2,.294,1.5,3.6,.422,.429,2.0,2.6,.779,0.4,1.6,2.0,2.8,0.7,0.3,1.2,2.5,7.0,"2nd round (14th pick, 44th overall)",Phoenix Suns,2015 NBA Draft,79,28.6,222,597,69,188,285,367,45,2.7,3.8,61,17,173,189,10.1,.372,.367,.777
430,Shaquille Harrison,G,2018,2022,Tulsa,2014-15,2015-16,https://www.basketball-reference.com/players/h/harrish01.html,175,23,15.2,2.0,4.6,.436,0.3,1.0,.280,1.7,3.6,.479,.466,1.0,1.3,.717,0.4,2.0,2.4,1.5,1.0,0.4,0.7,1.5,5.2,Undrafted,Undrafted,Undrafted,66,31.8,337,730,21,96,235,372,73,5.3,3.9,127,27,148,152,14.1,.462,.219,.632
431,Josh Hart,G,2018,2022,Villanova,2013-14,2016-17,https://www.basketball-reference.com/players/h/hartjo01.html,296,118,27.3,3.5,7.7,.450,1.4,4.2,.347,2.0,3.6,.571,.544,1.5,2.0,.739,0.9,4.9,5.7,2.1,0.9,0.4,1.2,2.3,9.9,"1st round (30th pick, 30th overall)",Utah Jazz,2017 NBA Draft,146,28.0,677,1326,207,532,360,500,252,5.6,1.8,161,43,194,327,13.2,.511,.389,.720
432,Isaiah Hartenstein,F,2019,2022,,,,https://www.basketball-reference.com/players/h/harteis01.html,165,4,13.7,2.3,3.9,.600,0.1,0.3,.383,2.2,3.6,.617,.614,1.0,1.5,.682,1.4,2.5,3.9,1.5,0.5,0.8,1.0,2.2,5.8,"2nd round (13th pick, 43rd overall)",Houston Rockets,2017 NBA Draft,,,,,,,,,,,,,,,,,,,
433,Sam Hauser,F,2022,2022,"Marquette, Virginia",2016-17,2020-21,https://www.basketball-reference.com/players/h/hausesa01.html,26,0,6.1,0.9,1.9,.460,0.7,1.7,.432,0.2,0.2,.667,.650,0.0,0.0,,0.2,0.9,1.1,0.4,0.0,0.1,0.1,0.3,2.5,Undrafted,Undrafted,Undrafted,126,31.6,591,1223,309,704,191,217,120,6.1,2.1,96,63,136,262,13.3,.483,.439,.880
434,Jaxson Hayes,F,2020,2022,Texas,2018-19,,https://www.basketball-reference.com/players/h/hayesja02.html,194,45,17.7,3.1,4.8,.634,0.1,0.4,.360,2.9,4.4,.658,.648,1.9,2.6,.723,1.6,2.7,4.3,0.7,0.4,0.8,0.8,2.1,8.1,"1st round (8th pick, 8th overall)",Atlanta Hawks,2019 NBA Draft,32,23.3,123,169,0,0,74,100,56,5.0,0.3,19,71,29,107,10.0,.728,,.740
435,Killian Hayes,G,2021,2022,,,,https://www.basketball-reference.com/players/h/hayeski01.html,92,58,25.2,2.7,7.2,.374,0.7,2.6,.268,2.0,4.6,.435,.423,0.8,1.0,.780,0.5,2.6,3.0,4.5,1.1,0.5,2.1,2.6,6.8,"1st round (7th pick, 7th overall)",Detroit Pistons,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
436,Nigel Hayes,F,2018,2018,Wisconsin,2013-14,2016-17,https://www.basketball-reference.com/players/h/hayesni01.html,9,0,13.6,1.2,3.7,.333,0.4,1.8,.250,0.8,1.9,.412,.394,0.1,0.3,.333,0.4,2.0,2.4,0.7,0.2,0.3,0.2,0.9,3.0,Undrafted,Undrafted,Undrafted,150,29.6,605,1358,101,304,546,820,270,5.3,2.1,133,64,238,313,12.4,.446,.332,.666
437,Gordon Hayward,F-G,2011,2022,Butler,2008-09,2009-10,https://www.basketball-reference.com/players/h/haywago01.html,734,571,31.1,5.4,11.9,.453,1.4,3.7,.371,4.0,8.2,.491,.512,3.4,4.1,.826,0.8,3.7,4.5,3.5,1.0,0.4,2.0,1.7,15.6,"1st round (9th pick, 9th overall)",Utah Jazz,2010 NBA Draft,69,33.5,298,634,116,314,280,340,72,7.4,1.8,88,60,138,78,14.4,.470,.369,.824
438,Lazar Hayward,F,2011,2013,Marquette,2006-07,2009-10,https://www.basketball-reference.com/players/h/haywala01.html,72,0,8.2,1.0,2.8,.347,0.3,1.1,.269,0.7,1.7,.395,.399,0.6,0.8,.767,0.3,0.9,1.3,0.5,0.2,0.1,0.4,0.9,2.9,"1st round (30th pick, 30th overall)",Washington Wizards,2010 NBA Draft,138,32.3,667,1476,169,473,356,451,72,6.6,0.9,158,43,195,115,13.5,.452,.357,.789
439,Reggie Hearn,G,2018,2018,Northwestern,2009-10,2012-13,https://www.basketball-reference.com/players/h/hearnre01.html,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Undrafted,Undrafted,Undrafted,95,20.2,221,484,77,218,152,202,66,2.8,1.0,59,22,110,184,7.1,.457,.353,.752
